filename,query,pred_bbox_subject,iou
/projects/katefgroup/language_grounding/VG/images/3.jpg,girl with hair,"[518, 76, 633, 262]",tensor(0.6962)
/projects/katefgroup/language_grounding/VG/images/3.jpg,girl with hair,"[518, 76, 633, 262]",tensor(0.6962)
/projects/katefgroup/language_grounding/VG/images/3.jpg,drawer has handle,"[5, 321, 130, 468]",tensor(0.7737)
/projects/katefgroup/language_grounding/VG/images/5.jpg,book on shelf,"[592, 124, 780, 212]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/5.jpg,book on shelf,"[592, 124, 780, 212]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/5.jpg,chair near desk,"[153, 339, 305, 579]",tensor(0.7613)
/projects/katefgroup/language_grounding/VG/images/5.jpg,book on shelf,"[592, 124, 780, 212]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/10.jpg,man has coat,"[542, 328, 681, 567]",tensor(0.2052)
/projects/katefgroup/language_grounding/VG/images/10.jpg,coat on chair,"[542, 328, 681, 567]",tensor(0.7618)
/projects/katefgroup/language_grounding/VG/images/10.jpg,paper under shelf,"[26, 357, 186, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/10.jpg,paper on shelf,"[26, 357, 186, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/10.jpg,paper under shelf,"[26, 357, 186, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/10.jpg,paper on shelf,"[26, 357, 186, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/10.jpg,paper under shelf,"[26, 357, 186, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/10.jpg,paper on shelf,"[26, 357, 186, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/10.jpg,cup on desk,"[0, 444, 152, 583]",tensor(0.0480)
/projects/katefgroup/language_grounding/VG/images/10.jpg,paper on desk,"[0, 417, 190, 599]",tensor(0.0351)
/projects/katefgroup/language_grounding/VG/images/10.jpg,man has coat,"[542, 328, 681, 567]",tensor(0.2052)
/projects/katefgroup/language_grounding/VG/images/10.jpg,shelf has book,"[429, 144, 606, 364]",tensor(0.0493)
/projects/katefgroup/language_grounding/VG/images/10.jpg,coat on chair,"[542, 328, 681, 567]",tensor(0.7618)
/projects/katefgroup/language_grounding/VG/images/10.jpg,coat on chair,"[542, 328, 681, 567]",tensor(0.7618)
/projects/katefgroup/language_grounding/VG/images/10.jpg,man wears shirt,"[558, 278, 715, 460]",tensor(0.5293)
/projects/katefgroup/language_grounding/VG/images/10.jpg,coat on chair,"[542, 328, 681, 567]",tensor(0.7618)
/projects/katefgroup/language_grounding/VG/images/10.jpg,cup on desk,"[0, 444, 152, 583]",tensor(0.0480)
/projects/katefgroup/language_grounding/VG/images/10.jpg,coat on back of chair,"[542, 328, 681, 567]",tensor(0.7618)
/projects/katefgroup/language_grounding/VG/images/10.jpg,cup on desk,"[0, 444, 152, 583]",tensor(0.0480)
/projects/katefgroup/language_grounding/VG/images/10.jpg,paper sitting on desk,"[0, 417, 190, 599]",tensor(0.0351)
/projects/katefgroup/language_grounding/VG/images/10.jpg,paper lying on desk,"[0, 417, 190, 599]",tensor(0.0351)
/projects/katefgroup/language_grounding/VG/images/10.jpg,cup on desk,"[0, 444, 152, 583]",tensor(0.0480)
/projects/katefgroup/language_grounding/VG/images/10.jpg,man wearing shirt,"[558, 278, 715, 460]",tensor(0.5293)
/projects/katefgroup/language_grounding/VG/images/10.jpg,book on shelf,"[429, 144, 606, 364]",tensor(0.0561)
/projects/katefgroup/language_grounding/VG/images/14.jpg,book on desk,"[204, 341, 397, 418]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/14.jpg,bottle on desk,"[288, 475, 394, 599]",tensor(0.4264)
/projects/katefgroup/language_grounding/VG/images/14.jpg,book on desk,"[204, 341, 397, 418]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/14.jpg,lamp on desk,"[592, 133, 755, 417]",tensor(0.5362)
/projects/katefgroup/language_grounding/VG/images/14.jpg,people on desk,"[98, 95, 369, 314]",tensor(0.7236)
/projects/katefgroup/language_grounding/VG/images/21.jpg,girl near woman,"[92, 110, 168, 242]",tensor(0.5833)
/projects/katefgroup/language_grounding/VG/images/21.jpg,woman with girl,"[52, 35, 195, 188]",tensor(0.4205)
/projects/katefgroup/language_grounding/VG/images/21.jpg,woman with girl,"[52, 35, 195, 188]",tensor(0.4205)
/projects/katefgroup/language_grounding/VG/images/21.jpg,person has hair,"[69, 0, 188, 190]",tensor(0.4857)
/projects/katefgroup/language_grounding/VG/images/21.jpg,person wearing shirt,"[52, 35, 195, 188]",tensor(0.4462)
/projects/katefgroup/language_grounding/VG/images/22.jpg,car on street,"[153, 250, 441, 379]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/22.jpg,car on street,"[153, 250, 441, 379]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/22.jpg,car on street,"[153, 250, 441, 379]",tensor(0.0030)
/projects/katefgroup/language_grounding/VG/images/22.jpg,car on street,"[153, 250, 441, 379]",tensor(0.0353)
/projects/katefgroup/language_grounding/VG/images/22.jpg,train has door,"[153, 250, 441, 379]",tensor(0.6023)
/projects/katefgroup/language_grounding/VG/images/22.jpg,train has door,"[153, 250, 441, 379]",tensor(0.6023)
/projects/katefgroup/language_grounding/VG/images/22.jpg,train has door,"[153, 250, 441, 379]",tensor(0.6023)
/projects/katefgroup/language_grounding/VG/images/25.jpg,person on chair,"[93, 332, 131, 405]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/25.jpg,car near sidewalk,"[0, 0, 800, 600]",tensor(0.0087)
/projects/katefgroup/language_grounding/VG/images/25.jpg,car near sidewalk,"[0, 0, 800, 600]",tensor(0.0250)
/projects/katefgroup/language_grounding/VG/images/25.jpg,car near sidewalk,"[0, 0, 800, 600]",tensor(0.0046)
/projects/katefgroup/language_grounding/VG/images/33.jpg,pillow above seat,"[0, 241, 575, 446]",tensor(0.0603)
/projects/katefgroup/language_grounding/VG/images/33.jpg,pillow above seat,"[0, 241, 575, 446]",tensor(0.0443)
/projects/katefgroup/language_grounding/VG/images/33.jpg,pillow above seat,"[0, 241, 575, 446]",tensor(0.0325)
/projects/katefgroup/language_grounding/VG/images/33.jpg,pillow above seat,"[0, 241, 575, 446]",tensor(0.0517)
/projects/katefgroup/language_grounding/VG/images/33.jpg,pillow above seat,"[0, 241, 575, 446]",tensor(0.0318)
/projects/katefgroup/language_grounding/VG/images/33.jpg,room in window,"[0, 305, 349, 596]",tensor(0.2136)
/projects/katefgroup/language_grounding/VG/images/33.jpg,room has window,"[0, 305, 349, 596]",tensor(0.2136)
/projects/katefgroup/language_grounding/VG/images/37.jpg,fruit in bowl,"[665, 222, 815, 383]",tensor(0.0720)
/projects/katefgroup/language_grounding/VG/images/37.jpg,book on table,"[370, 392, 765, 470]",tensor(0.1413)
/projects/katefgroup/language_grounding/VG/images/37.jpg,plate on table,"[665, 222, 815, 383]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/37.jpg,fruit on table,"[665, 222, 815, 383]",tensor(0.0720)
/projects/katefgroup/language_grounding/VG/images/37.jpg,plate on table,"[665, 222, 815, 383]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/37.jpg,book on table,"[370, 392, 765, 470]",tensor(0.1413)
/projects/katefgroup/language_grounding/VG/images/37.jpg,table has glass,"[370, 392, 765, 470]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/37.jpg,table has glass,"[370, 392, 765, 470]",tensor(0.3543)
/projects/katefgroup/language_grounding/VG/images/37.jpg,flower near seat,"[0, 233, 298, 599]",tensor(0.0930)
/projects/katefgroup/language_grounding/VG/images/37.jpg,box on table,"[370, 392, 765, 470]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/37.jpg,fruit in basket,"[665, 222, 815, 383]",tensor(0.0720)
/projects/katefgroup/language_grounding/VG/images/37.jpg,book sitting on table,"[370, 392, 765, 470]",tensor(0.1413)
/projects/katefgroup/language_grounding/VG/images/37.jpg,pillow sitting on chair,"[0, 233, 298, 599]",tensor(0.1834)
/projects/katefgroup/language_grounding/VG/images/37.jpg,book on table,"[370, 392, 765, 470]",tensor(0.1413)
/projects/katefgroup/language_grounding/VG/images/37.jpg,book on table,"[370, 392, 765, 470]",tensor(0.1413)
/projects/katefgroup/language_grounding/VG/images/37.jpg,fruit in bowl,"[665, 222, 815, 383]",tensor(0.0720)
/projects/katefgroup/language_grounding/VG/images/37.jpg,plate on table,"[665, 222, 815, 383]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/37.jpg,vase sitting on table,"[0, 377, 144, 562]",tensor(0.0357)
/projects/katefgroup/language_grounding/VG/images/37.jpg,leaf on plant,"[641, 0, 797, 168]",tensor(0.7162)
/projects/katefgroup/language_grounding/VG/images/37.jpg,book sitting on table,"[370, 392, 765, 470]",tensor(0.1413)
/projects/katefgroup/language_grounding/VG/images/37.jpg,plate on table,"[665, 222, 815, 383]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/39.jpg,chair at table,"[397, 235, 585, 436]",tensor(0.5534)
/projects/katefgroup/language_grounding/VG/images/39.jpg,chair at table,"[397, 235, 585, 436]",tensor(0.7073)
/projects/katefgroup/language_grounding/VG/images/39.jpg,chair at table,"[397, 235, 585, 436]",tensor(0.0593)
/projects/katefgroup/language_grounding/VG/images/39.jpg,chair at table,"[397, 235, 585, 436]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/39.jpg,lamp on table,"[19, 97, 102, 218]",tensor(0.6364)
/projects/katefgroup/language_grounding/VG/images/39.jpg,flower on table,"[522, 247, 702, 472]",tensor(0.0030)
/projects/katefgroup/language_grounding/VG/images/44.jpg,table has leg,"[186, 270, 368, 445]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/44.jpg,board has stand,"[275, 75, 476, 240]",tensor(0.8079)
/projects/katefgroup/language_grounding/VG/images/44.jpg,stand has arm,"[563, 379, 815, 569]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/44.jpg,stand has table,"[395, 226, 665, 421]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/44.jpg,stand has board,"[395, 226, 665, 421]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/44.jpg,chair has chair,"[468, 330, 652, 504]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/44.jpg,table in room,"[214, 307, 866, 599]",tensor(0.4441)
/projects/katefgroup/language_grounding/VG/images/44.jpg,chair in room,"[468, 330, 652, 504]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/44.jpg,table in room,"[214, 307, 866, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/44.jpg,light on table,"[81, 227, 592, 287]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/44.jpg,leg on chair,"[156, 420, 465, 584]",tensor(0.0281)
/projects/katefgroup/language_grounding/VG/images/44.jpg,chair in room,"[468, 330, 652, 504]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/47.jpg,person with umbrella,"[560, 316, 621, 436]",tensor(0.5776)
/projects/katefgroup/language_grounding/VG/images/47.jpg,sign on building,"[0, 39, 309, 359]",tensor(0.0435)
/projects/katefgroup/language_grounding/VG/images/47.jpg,flag on building,"[0, 39, 309, 359]",tensor(0.0401)
/projects/katefgroup/language_grounding/VG/images/47.jpg,man with umbrella,"[560, 316, 621, 436]",tensor(0.5515)
/projects/katefgroup/language_grounding/VG/images/47.jpg,building on street,"[0, 39, 309, 359]",tensor(0.4091)
/projects/katefgroup/language_grounding/VG/images/47.jpg,man carrying umbrella,"[560, 316, 621, 436]",tensor(0.5515)
/projects/katefgroup/language_grounding/VG/images/47.jpg,person on street,"[560, 316, 621, 436]",tensor(0.5776)
/projects/katefgroup/language_grounding/VG/images/47.jpg,man on street,"[560, 316, 621, 436]",tensor(0.5515)
/projects/katefgroup/language_grounding/VG/images/47.jpg,man with umbrella,"[560, 316, 621, 436]",tensor(0.5515)
/projects/katefgroup/language_grounding/VG/images/47.jpg,man carrying umbrella,"[560, 316, 621, 436]",tensor(0.5515)
/projects/katefgroup/language_grounding/VG/images/47.jpg,man carrying umbrella,"[560, 316, 621, 436]",tensor(0.5515)
/projects/katefgroup/language_grounding/VG/images/49.jpg,girl in coat,"[79, 559, 147, 790]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/49.jpg,woman with shirt,"[79, 559, 147, 790]",tensor(0.6941)
/projects/katefgroup/language_grounding/VG/images/49.jpg,man wearing jacket,"[411, 574, 482, 760]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/49.jpg,man has bag,"[411, 574, 482, 760]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/49.jpg,woman carrying bag,"[79, 559, 147, 790]",tensor(0.6941)
/projects/katefgroup/language_grounding/VG/images/49.jpg,man carrying bag,"[411, 574, 482, 760]",tensor(0.5587)
/projects/katefgroup/language_grounding/VG/images/49.jpg,street has sign,"[385, 0, 609, 761]",tensor(0.1378)
/projects/katefgroup/language_grounding/VG/images/49.jpg,sign on building,"[385, 0, 609, 761]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/49.jpg,woman has bag,"[79, 559, 147, 790]",tensor(0.6941)
/projects/katefgroup/language_grounding/VG/images/49.jpg,window on building,"[385, 0, 609, 761]",tensor(0.0701)
/projects/katefgroup/language_grounding/VG/images/50.jpg,book on desk,"[95, 373, 325, 575]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/50.jpg,book on desk,"[95, 373, 325, 575]",tensor(0.0306)
/projects/katefgroup/language_grounding/VG/images/50.jpg,book on desk,"[95, 373, 325, 575]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/50.jpg,book on desk,"[95, 373, 325, 575]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/50.jpg,book on desk,"[95, 373, 325, 575]",tensor(0.0306)
/projects/katefgroup/language_grounding/VG/images/50.jpg,book on paper,"[471, 289, 733, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/50.jpg,paper above table,"[98, 56, 239, 305]",tensor(0.2271)
/projects/katefgroup/language_grounding/VG/images/50.jpg,cup above table,"[28, 299, 720, 599]",tensor(0.0255)
/projects/katefgroup/language_grounding/VG/images/50.jpg,lamp above table,"[0, 85, 103, 359]",tensor(0.7089)
/projects/katefgroup/language_grounding/VG/images/50.jpg,book above table,"[81, 110, 311, 250]",tensor(0.0087)
/projects/katefgroup/language_grounding/VG/images/50.jpg,paper above desk,"[98, 56, 239, 305]",tensor(0.2271)
/projects/katefgroup/language_grounding/VG/images/50.jpg,book above desk,"[281, 174, 468, 352]",tensor(0.6645)
/projects/katefgroup/language_grounding/VG/images/50.jpg,cup above table,"[28, 299, 720, 599]",tensor(0.0255)
/projects/katefgroup/language_grounding/VG/images/53.jpg,building has window,"[0, 0, 198, 471]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/53.jpg,building has window,"[0, 0, 198, 471]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/53.jpg,person riding motorcycle,"[0, 0, 800, 534]",tensor(0.0029)
/projects/katefgroup/language_grounding/VG/images/53.jpg,wheel of car,"[551, 327, 779, 516]",tensor(0.1164)
/projects/katefgroup/language_grounding/VG/images/53.jpg,car has wheel,"[551, 327, 779, 516]",tensor(0.8102)
/projects/katefgroup/language_grounding/VG/images/53.jpg,phone on sidewalk,"[413, 155, 509, 433]",tensor(0.7057)
/projects/katefgroup/language_grounding/VG/images/53.jpg,building has window,"[0, 0, 198, 471]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/53.jpg,person on motorcycle,"[0, 0, 800, 534]",tensor(0.0029)
/projects/katefgroup/language_grounding/VG/images/53.jpg,car near motorcycle,"[551, 327, 779, 516]",tensor(0.0749)
/projects/katefgroup/language_grounding/VG/images/53.jpg,phone on sidewalk,"[413, 155, 509, 433]",tensor(0.7057)
/projects/katefgroup/language_grounding/VG/images/53.jpg,person on motorcycle,"[0, 0, 800, 534]",tensor(0.0029)
/projects/katefgroup/language_grounding/VG/images/54.jpg,building has window,"[120, 0, 571, 372]",tensor(0.5763)
/projects/katefgroup/language_grounding/VG/images/54.jpg,building has window,"[120, 0, 571, 372]",tensor(0.5763)
/projects/katefgroup/language_grounding/VG/images/54.jpg,building has window,"[120, 0, 571, 372]",tensor(0.5763)
/projects/katefgroup/language_grounding/VG/images/54.jpg,person has leg,"[569, 407, 634, 557]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/54.jpg,person has leg,"[569, 407, 634, 557]",tensor(0.6865)
/projects/katefgroup/language_grounding/VG/images/54.jpg,person has leg,"[569, 407, 634, 557]",tensor(0.0266)
/projects/katefgroup/language_grounding/VG/images/54.jpg,person has leg,"[569, 407, 634, 557]",tensor(0.0266)
/projects/katefgroup/language_grounding/VG/images/54.jpg,person has leg,"[569, 407, 634, 557]",tensor(0.6865)
/projects/katefgroup/language_grounding/VG/images/54.jpg,car has wheel,"[0, 443, 391, 550]",tensor(0.6308)
/projects/katefgroup/language_grounding/VG/images/54.jpg,car has wheel,"[0, 443, 391, 550]",tensor(0.6308)
/projects/katefgroup/language_grounding/VG/images/54.jpg,car has windshield,"[0, 443, 391, 550]",tensor(0.6308)
/projects/katefgroup/language_grounding/VG/images/54.jpg,car has window,"[0, 443, 391, 550]",tensor(0.6308)
/projects/katefgroup/language_grounding/VG/images/54.jpg,person has leg,"[569, 407, 634, 557]",tensor(0.6865)
/projects/katefgroup/language_grounding/VG/images/54.jpg,person has leg,"[569, 407, 634, 557]",tensor(0.6865)
/projects/katefgroup/language_grounding/VG/images/54.jpg,building has window,"[120, 0, 571, 372]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/54.jpg,bike has tire,"[0, 443, 391, 550]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/54.jpg,person wearing shirt,"[480, 424, 573, 551]",tensor(0.0866)
/projects/katefgroup/language_grounding/VG/images/54.jpg,person wearing jacket,"[480, 424, 573, 551]",tensor(0.6909)
/projects/katefgroup/language_grounding/VG/images/54.jpg,car has door,"[0, 443, 391, 550]",tensor(0.6308)
/projects/katefgroup/language_grounding/VG/images/54.jpg,person wearing pant,"[569, 407, 634, 557]",tensor(0.0266)
/projects/katefgroup/language_grounding/VG/images/55.jpg,flower from pole,"[9, 58, 209, 299]",tensor(0.4136)
/projects/katefgroup/language_grounding/VG/images/55.jpg,bike near pole,"[0, 391, 170, 580]",tensor(0.6865)
/projects/katefgroup/language_grounding/VG/images/55.jpg,bus on street,"[32, 285, 293, 435]",tensor(0.6854)
/projects/katefgroup/language_grounding/VG/images/55.jpg,bike near building,"[0, 391, 170, 580]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/55.jpg,vehicle on sidewalk,"[32, 285, 293, 435]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/55.jpg,window in building,"[300, 32, 815, 440]",tensor(0.0190)
/projects/katefgroup/language_grounding/VG/images/55.jpg,flower on pole,"[0, 0, 225, 570]",tensor(0.3363)
/projects/katefgroup/language_grounding/VG/images/55.jpg,wheel under bus,"[53, 448, 193, 599]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/55.jpg,window on building,"[300, 32, 815, 440]",tensor(0.0108)
/projects/katefgroup/language_grounding/VG/images/55.jpg,window on building,"[300, 32, 815, 440]",tensor(0.0095)
/projects/katefgroup/language_grounding/VG/images/55.jpg,window on building,"[300, 32, 815, 440]",tensor(0.0190)
/projects/katefgroup/language_grounding/VG/images/55.jpg,window on building,"[300, 32, 815, 440]",tensor(0.0223)
/projects/katefgroup/language_grounding/VG/images/55.jpg,window on building,"[300, 32, 815, 440]",tensor(0.0190)
/projects/katefgroup/language_grounding/VG/images/55.jpg,window on building,"[300, 32, 815, 440]",tensor(0.0071)
/projects/katefgroup/language_grounding/VG/images/56.jpg,window on building,"[0, 0, 203, 464]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/56.jpg,window on building,"[0, 0, 203, 464]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/56.jpg,window on building,"[0, 0, 203, 464]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/56.jpg,window on building,"[0, 0, 203, 464]",tensor(0.1359)
/projects/katefgroup/language_grounding/VG/images/56.jpg,window on building,"[0, 0, 203, 464]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/56.jpg,window on building,"[0, 0, 203, 464]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/56.jpg,window on building,"[0, 0, 203, 464]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/56.jpg,window on building,"[0, 0, 203, 464]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/57.jpg,people on street,"[0, 352, 815, 585]",tensor(0.0106)
/projects/katefgroup/language_grounding/VG/images/57.jpg,car in street,"[369, 361, 567, 434]",tensor(0.6422)
/projects/katefgroup/language_grounding/VG/images/57.jpg,sign hanging from building,"[37, 127, 216, 433]",tensor(0.2067)
/projects/katefgroup/language_grounding/VG/images/58.jpg,sign with letter,"[261, 0, 815, 404]",tensor(0.0294)
/projects/katefgroup/language_grounding/VG/images/58.jpg,man wearing shirt,"[597, 321, 682, 440]",tensor(0.5775)
/projects/katefgroup/language_grounding/VG/images/58.jpg,chair near building,"[368, 372, 509, 462]",tensor(0.3794)
/projects/katefgroup/language_grounding/VG/images/59.jpg,truck on street,"[321, 300, 579, 506]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/59.jpg,man has shirt,"[740, 263, 801, 465]",tensor(0.8038)
/projects/katefgroup/language_grounding/VG/images/59.jpg,car has light,"[321, 300, 579, 506]",tensor(0.6508)
/projects/katefgroup/language_grounding/VG/images/59.jpg,person wearing shirt,"[740, 263, 801, 465]",tensor(0.8064)
/projects/katefgroup/language_grounding/VG/images/59.jpg,sign on building,"[330, 58, 764, 443]",tensor(0.0437)
/projects/katefgroup/language_grounding/VG/images/60.jpg,pole on building,"[558, 0, 620, 391]",tensor(0.2393)
/projects/katefgroup/language_grounding/VG/images/60.jpg,pole on building,"[558, 0, 620, 391]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/60.jpg,tire on bike,"[259, 265, 459, 597]",tensor(0.0118)
/projects/katefgroup/language_grounding/VG/images/60.jpg,pole attached to building,"[558, 0, 620, 391]",tensor(0.2393)
/projects/katefgroup/language_grounding/VG/images/60.jpg,building has window,"[128, 0, 497, 307]",tensor(0.2524)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.0220)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.0220)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.0194)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.0203)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.0200)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.0185)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.0093)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.0041)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.0194)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.0093)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.)
/projects/katefgroup/language_grounding/VG/images/62.jpg,window on building,"[246, 0, 639, 334]",tensor(0.0144)
